TransactionID,UPI_ID,Amount,TransactionType,Location,Time,Device,IsFraud
TXN00319,nbecker@upi,16328.41,Send Money,Mumbai,00:25:42,iOS,0
TXN00320,thomas86@upi,31703.95,Send Money,Bangalore,03:42:29,iOS,1
TXN00321,ryan57@upi,5357.96,Bill Payment,Delhi,12:17:13,Android,1
TXN00322,xgarcia@upi,17100.19,Merchant Payment,Kolkata,20:46:52,Android,0
TXN00323,kylewolfe@upi,46862.05,Bill Payment,Hyderabad,08:53:25,Android,0
TXN00324,erin06@upi,38551.5,Send Money,Delhi,07:17:22,iOS,0
TXN00325,castrojohn@upi,31049.57,Merchant Payment,Delhi,22:41:07,iOS,1
TXN00326,zscott@upi,33805.85,Merchant Payment,Bangalore,13:25:46,iOS,0
TXN00327,gabrielrobinson@upi,1239.1,Merchant Payment,Mumbai,08:08:46,iOS,0
TXN00328,terryfletcher@upi,40941.09,Merchant Payment,Delhi,04:12:19,Android,1
TXN00329,tjarvis@upi,22300.68,Bill Payment,Delhi,00:38:06,Android,0
TXN00330,sjones@upi,5118.66,Send Money,Chennai,16:47:58,Android,0
TXN00331,trevor24@upi,41998.96,Merchant Payment,Kolkata,17:38:09,iOS,0
TXN00332,garcialindsey@upi,13670.24,Send Money,Kolkata,03:11:03,iOS,0
TXN00333,william28@upi,36566.19,Merchant Payment,Chennai,22:08:58,Android,1
TXN00334,sara44@upi,38007.1,Send Money,Bangalore,10:30:08,Android,0
TXN00335,kwilliams@upi,44706.02,Merchant Payment,Delhi,18:32:46,Android,0
TXN00336,chungkristine@upi,43407.46,Bill Payment,Hyderabad,17:46:15,iOS,0
TXN00337,powersdana@upi,7970.69,Send Money,Mumbai,07:41:58,Android,0
TXN00338,afrazier@upi,38548.38,Bill Payment,Delhi,20:43:47,iOS,0
TXN00339,lisa44@upi,39841.92,Send Money,Hyderabad,15:02:30,iOS,0
TXN00340,rschroeder@upi,39828.9,Send Money,Kolkata,17:37:55,iOS,0
TXN00341,fallen@upi,30369.25,Send Money,Kolkata,11:02:15,iOS,0
TXN00342,lukeboone@upi,3219.8,Bill Payment,Chennai,21:29:00,Android,0
TXN00343,noblealan@upi,21668.0,Send Money,Mumbai,08:22:28,iOS,0
TXN00344,juanwoods@upi,34026.03,Bill Payment,Kolkata,07:59:49,Android,0
TXN00345,steven12@upi,14590.21,Send Money,Mumbai,10:00:14,Android,1
TXN00346,joseph23@upi,45391.85,Merchant Payment,Kolkata,21:39:36,Android,0
TXN00347,alexanderbrian@upi,12109.83,Send Money,Kolkata,18:18:06,iOS,0
TXN00348,jlara@upi,24123.0,Send Money,Delhi,06:02:16,iOS,0
TXN00349,bradleyjames@upi,16329.8,Bill Payment,Mumbai,16:23:51,Android,0
TXN00350,codytownsend@upi,4134.6,Send Money,Hyderabad,12:57:02,iOS,0
TXN00351,kenneth59@upi,6644.46,Merchant Payment,Delhi,03:59:48,iOS,0
TXN00352,adamsjennifer@upi,41073.82,Bill Payment,Hyderabad,12:21:21,Android,1
TXN00353,jamie23@upi,6219.76,Merchant Payment,Kolkata,15:26:59,Android,0
TXN00354,zfrederick@upi,2608.04,Send Money,Delhi,21:25:00,iOS,0
TXN00355,sbarker@upi,35707.21,Bill Payment,Hyderabad,13:00:55,iOS,0
TXN00356,joanna56@upi,24225.08,Merchant Payment,Hyderabad,00:16:53,iOS,0
TXN00357,julian66@upi,40866.72,Bill Payment,Bangalore,18:53:24,Android,0
TXN00358,ghunt@upi,36582.16,Merchant Payment,Delhi,15:35:17,iOS,0
TXN00359,kevinpatterson@upi,32518.21,Send Money,Chennai,12:26:21,Android,0
TXN00360,cmartinez@upi,48793.5,Send Money,Chennai,14:25:03,Android,0
TXN00361,amber71@upi,2192.65,Bill Payment,Kolkata,08:57:08,iOS,0
TXN00362,wroach@upi,16622.41,Send Money,Bangalore,15:51:09,Android,0
TXN00363,banderson@upi,20169.04,Send Money,Chennai,20:28:13,iOS,0
TXN00364,robinsonjustin@upi,12891.57,Send Money,Kolkata,00:23:10,Android,0
TXN00365,philip59@upi,37137.9,Send Money,Hyderabad,06:04:31,iOS,0
TXN00366,holson@upi,49382.6,Bill Payment,Mumbai,17:37:26,Android,0
TXN00367,jessica64@upi,21936.38,Send Money,Delhi,23:07:20,iOS,0
TXN00368,monicaallen@upi,29890.2,Bill Payment,Delhi,13:52:54,Android,0
TXN00369,tstewart@upi,45619.04,Merchant Payment,Chennai,06:25:35,iOS,0
TXN00370,erik66@upi,36658.32,Merchant Payment,Delhi,18:19:04,iOS,0
TXN00371,kellerdanielle@upi,30096.75,Bill Payment,Hyderabad,22:51:09,iOS,1
TXN00372,moorestephanie@upi,9057.04,Send Money,Kolkata,08:09:05,Android,0
TXN00373,taylorlaura@upi,4878.7,Send Money,Kolkata,10:44:00,iOS,0
TXN00374,qwest@upi,33134.44,Merchant Payment,Kolkata,15:33:17,Android,0
TXN00375,snydercatherine@upi,48470.92,Bill Payment,Bangalore,14:58:44,Android,0
TXN00376,dmcbride@upi,29424.75,Send Money,Bangalore,21:57:23,iOS,0
TXN00377,benjamin77@upi,8496.2,Bill Payment,Chennai,19:21:56,iOS,0
TXN00378,sydney74@upi,7296.37,Send Money,Hyderabad,17:35:23,iOS,0
TXN00379,hernandezaaron@upi,35341.79,Bill Payment,Hyderabad,01:38:37,iOS,1
TXN00380,douglasguerra@upi,1843.2,Send Money,Chennai,14:13:18,iOS,0
TXN00381,halljason@upi,42210.08,Merchant Payment,Kolkata,21:26:38,iOS,0
TXN00382,richardsonkristen@upi,1719.05,Bill Payment,Delhi,13:31:11,Android,0
TXN00383,chungdaniel@upi,46830.92,Send Money,Mumbai,04:34:31,Android,1
TXN00384,rebecca55@upi,11242.81,Send Money,Chennai,01:11:27,Android,0
TXN00385,parkerkevin@upi,25366.67,Bill Payment,Hyderabad,22:42:50,iOS,0
TXN00386,robertgrant@upi,24000.06,Merchant Payment,Bangalore,18:39:10,iOS,1
TXN00387,maria78@upi,31959.61,Send Money,Bangalore,00:28:26,iOS,1
TXN00388,michaelgray@upi,17139.25,Bill Payment,Hyderabad,21:37:02,Android,0
TXN00389,whitneyhardy@upi,15403.42,Bill Payment,Delhi,04:43:14,iOS,0
TXN00390,thomas84@upi,48495.9,Send Money,Chennai,05:45:39,iOS,1
TXN00391,browntammy@upi,11735.72,Merchant Payment,Kolkata,05:34:53,Android,0
TXN00392,prodriguez@upi,41907.38,Bill Payment,Bangalore,19:06:48,iOS,0
TXN00393,becky23@upi,12214.92,Bill Payment,Mumbai,20:10:38,iOS,0
TXN00394,rachelmedina@upi,39777.56,Send Money,Mumbai,22:16:38,Android,0
TXN00395,mfrey@upi,41343.68,Send Money,Mumbai,20:42:01,iOS,0
TXN00396,craigkathy@upi,7972.78,Bill Payment,Mumbai,11:26:22,Android,0
TXN00397,jack90@upi,43538.96,Send Money,Chennai,14:23:55,Android,0
TXN00398,urusso@upi,5464.39,Bill Payment,Chennai,22:14:45,iOS,0
TXN00399,mercedesmontoya@upi,33382.99,Bill Payment,Delhi,04:59:35,iOS,1
TXN00400,anthony80@upi,43895.78,Merchant Payment,Bangalore,13:35:14,Android,0
TXN00401,joseph15@upi,6019.25,Bill Payment,Mumbai,21:53:06,Android,0
TXN00402,turnerdonna@upi,18329.41,Merchant Payment,Chennai,20:46:04,Android,0
TXN00403,qgonzalez@upi,22440.19,Send Money,Mumbai,05:59:00,Android,0
TXN00404,lalvarado@upi,3669.06,Merchant Payment,Kolkata,11:48:49,iOS,0
TXN00405,marie67@upi,23180.07,Merchant Payment,Chennai,14:50:30,iOS,1
TXN00406,racheldaugherty@upi,42359.9,Send Money,Chennai,07:10:18,iOS,0
TXN00407,genebutler@upi,7458.1,Send Money,Hyderabad,23:32:21,iOS,0
TXN00408,rebecca02@upi,38246.51,Bill Payment,Kolkata,23:26:14,iOS,1
TXN00409,lisa70@upi,35777.39,Merchant Payment,Chennai,00:23:52,Android,1
TXN00410,alfred99@upi,9796.94,Merchant Payment,Chennai,23:19:22,iOS,1
TXN00411,rittermarie@upi,32738.11,Merchant Payment,Hyderabad,11:42:23,Android,0
TXN00412,john10@upi,9735.97,Bill Payment,Chennai,03:34:26,iOS,0
TXN00413,brownpaul@upi,14250.8,Merchant Payment,Chennai,21:09:27,Android,0
TXN00414,wendybanks@upi,29050.79,Bill Payment,Hyderabad,12:52:05,iOS,0
TXN00415,karengonzalez@upi,13638.47,Bill Payment,Mumbai,11:13:32,iOS,0
TXN00416,davidperez@upi,34059.08,Bill Payment,Chennai,22:06:06,Android,0
TXN00417,wilsondebra@upi,5352.78,Bill Payment,Chennai,14:10:14,iOS,0
TXN00418,gellis@upi,21232.13,Bill Payment,Kolkata,16:58:13,Android,0
TXN00419,xwise@upi,26329.69,Merchant Payment,Bangalore,22:27:40,Android,0
TXN00420,cweaver@upi,40961.25,Bill Payment,Hyderabad,00:23:35,Android,1
TXN00421,garciastephanie@upi,39689.26,Merchant Payment,Delhi,21:34:39,iOS,0
TXN00422,charles90@upi,41994.67,Send Money,Delhi,03:21:29,Android,1
TXN00423,torreschloe@upi,39028.47,Bill Payment,Bangalore,03:10:32,iOS,1
TXN00424,robertvalenzuela@upi,21192.68,Bill Payment,Mumbai,11:15:32,iOS,0
TXN00425,ricardoacosta@upi,7493.7,Merchant Payment,Delhi,07:40:11,Android,0
TXN00426,buchananluke@upi,36846.32,Bill Payment,Mumbai,07:58:10,Android,0
TXN00427,lorimitchell@upi,8930.51,Send Money,Bangalore,10:03:57,iOS,0
TXN00428,christina60@upi,31901.66,Send Money,Kolkata,22:28:12,Android,0
TXN00429,charles93@upi,24843.38,Bill Payment,Bangalore,01:09:24,Android,0
TXN00430,saraharmstrong@upi,20221.9,Bill Payment,Chennai,13:32:07,Android,0
TXN00431,kevinbutler@upi,800.9,Bill Payment,Bangalore,11:35:16,iOS,0
TXN00432,yolanda33@upi,28923.56,Merchant Payment,Chennai,06:31:31,iOS,0
TXN00433,fletcherbilly@upi,32268.04,Merchant Payment,Mumbai,23:33:58,iOS,1
TXN00434,acarter@upi,18354.13,Bill Payment,Mumbai,19:32:35,Android,0
TXN00435,codyrivera@upi,25957.8,Bill Payment,Hyderabad,18:55:00,Android,0
TXN00436,qknox@upi,32012.01,Bill Payment,Delhi,18:35:11,Android,0
TXN00437,ypeters@upi,16223.44,Merchant Payment,Kolkata,18:07:47,iOS,0
TXN00438,rreed@upi,18930.04,Bill Payment,Mumbai,19:39:14,Android,0
TXN00439,zachary68@upi,23265.63,Bill Payment,Hyderabad,22:56:56,iOS,1
TXN00440,robertfrank@upi,8773.39,Merchant Payment,Mumbai,15:32:49,Android,0
TXN00441,ishaw@upi,4842.86,Send Money,Hyderabad,05:48:48,Android,0
TXN00442,allisonleonard@upi,49062.01,Merchant Payment,Kolkata,02:23:06,Android,1
TXN00443,daustin@upi,6000.25,Merchant Payment,Kolkata,02:00:45,Android,0
TXN00444,nicole68@upi,38432.3,Send Money,Mumbai,14:40:09,iOS,0
TXN00445,qkelley@upi,31183.05,Bill Payment,Mumbai,09:41:46,Android,0
TXN00446,whitejeffrey@upi,39103.58,Bill Payment,Chennai,11:08:37,iOS,0
TXN00447,joshua19@upi,11375.59,Send Money,Delhi,13:50:33,Android,0
TXN00448,adriantucker@upi,46848.52,Send Money,Mumbai,00:50:13,Android,1
TXN00449,floreslouis@upi,41266.05,Bill Payment,Delhi,02:28:15,iOS,1
TXN00450,klarson@upi,43668.1,Bill Payment,Bangalore,21:29:12,iOS,0
TXN00451,garcialisa@upi,49607.98,Send Money,Hyderabad,04:08:00,iOS,1
TXN00452,schmidtlydia@upi,25062.64,Send Money,Delhi,06:48:12,iOS,0
TXN00453,edwardsbrianna@upi,19037.36,Bill Payment,Kolkata,12:14:02,iOS,0
TXN00454,jonesmichael@upi,39503.62,Bill Payment,Mumbai,09:07:40,Android,0
TXN00455,jessicahuerta@upi,8684.49,Bill Payment,Bangalore,19:53:59,iOS,1
TXN00456,gatesgeorge@upi,28656.34,Bill Payment,Mumbai,05:42:10,iOS,0
TXN00457,ttaylor@upi,43102.1,Merchant Payment,Kolkata,04:15:17,Android,1
TXN00458,thomas75@upi,30316.58,Bill Payment,Kolkata,12:34:19,Android,0
TXN00459,nperez@upi,47640.35,Bill Payment,Mumbai,20:16:07,Android,0
TXN00460,padillarobert@upi,3417.93,Bill Payment,Hyderabad,10:52:06,Android,0
TXN00461,nancythompson@upi,4007.47,Send Money,Kolkata,22:37:08,iOS,0
TXN00462,andersonvalerie@upi,5292.18,Bill Payment,Chennai,04:08:07,Android,0
TXN00463,earlcole@upi,32513.55,Merchant Payment,Bangalore,04:51:45,Android,1
TXN00464,jkeller@upi,39040.27,Bill Payment,Mumbai,20:04:35,iOS,0
TXN00465,hayesjasmine@upi,37715.13,Merchant Payment,Mumbai,11:59:59,Android,0
TXN00466,smithwilliam@upi,7121.05,Send Money,Hyderabad,01:14:47,iOS,0
TXN00467,juliemoore@upi,8896.54,Send Money,Hyderabad,12:12:20,iOS,1
TXN00468,lisa97@upi,40700.37,Merchant Payment,Hyderabad,09:51:32,iOS,0
TXN00469,njones@upi,32789.63,Bill Payment,Delhi,12:33:16,Android,0
TXN00470,vmartin@upi,20245.87,Send Money,Bangalore,18:21:49,Android,0
TXN00471,christianholmes@upi,24086.93,Merchant Payment,Chennai,22:40:34,Android,0
TXN00472,xwhite@upi,561.45,Bill Payment,Kolkata,15:37:04,Android,0
TXN00473,mario15@upi,39518.98,Send Money,Delhi,01:46:14,Android,1
TXN00474,whardin@upi,6864.11,Merchant Payment,Chennai,03:18:23,Android,0
TXN00475,gary85@upi,41716.83,Send Money,Chennai,17:27:52,Android,0
TXN00476,cmartinez@upi,47979.24,Send Money,Bangalore,11:17:22,Android,0
TXN00477,jnichols@upi,22724.32,Merchant Payment,Chennai,22:01:03,iOS,0
TXN00478,wellsmatthew@upi,43234.37,Bill Payment,Bangalore,19:46:33,Android,0
TXN00479,francisshane@upi,42979.67,Bill Payment,Chennai,17:34:14,iOS,0
TXN00480,danielsutton@upi,47767.18,Send Money,Mumbai,23:44:25,Android,1
TXN00481,sean94@upi,34409.85,Send Money,Mumbai,04:19:59,iOS,1
TXN00482,ryan70@upi,46516.64,Send Money,Hyderabad,13:42:41,Android,0
TXN00483,xjimenez@upi,19323.58,Bill Payment,Mumbai,14:02:59,Android,0
TXN00484,ortegadavid@upi,22536.48,Send Money,Bangalore,22:37:37,Android,0
TXN00485,menglish@upi,25615.97,Send Money,Chennai,14:12:42,iOS,0
TXN00486,daniel27@upi,35819.01,Send Money,Bangalore,02:39:17,iOS,1
TXN00487,dennistravis@upi,5277.32,Send Money,Chennai,18:49:14,iOS,0
TXN00488,nataliecarter@upi,17669.04,Bill Payment,Hyderabad,10:17:15,Android,1
TXN00489,brandon74@upi,47116.35,Merchant Payment,Hyderabad,05:00:18,Android,1
TXN00490,jamesowens@upi,8713.73,Send Money,Chennai,23:13:32,iOS,0
TXN00491,ortizjennifer@upi,3444.95,Bill Payment,Kolkata,02:30:03,Android,0
TXN00492,amanda31@upi,48393.32,Merchant Payment,Mumbai,12:17:16,Android,0
TXN00493,tracyhernandez@upi,10292.31,Send Money,Hyderabad,13:50:11,iOS,0
TXN00494,michellegordon@upi,3472.02,Send Money,Delhi,16:38:00,Android,0
TXN00495,qnash@upi,48424.75,Send Money,Hyderabad,23:22:39,iOS,1
TXN00496,matthew05@upi,23722.06,Bill Payment,Kolkata,16:53:09,Android,0
TXN00497,websterbrittany@upi,37406.18,Bill Payment,Bangalore,19:53:16,iOS,0
TXN00498,kim25@upi,46404.9,Merchant Payment,Mumbai,22:28:31,Android,0
TXN00499,vcarlson@upi,27509.1,Bill Payment,Mumbai,03:13:16,iOS,0
TXN00500,maddenjames@upi,12042.23,Send Money,Hyderabad,11:34:23,iOS,0
TXN00501,nnash@upi,645.62,Send Money,Bangalore,02:48:59,iOS,0
TXN00502,christianstephen@upi,43069.89,Send Money,Hyderabad,10:10:58,Android,0
TXN00503,thompsondavid@upi,31807.18,Bill Payment,Chennai,06:52:33,iOS,0
TXN00504,cgiles@upi,36427.25,Merchant Payment,Hyderabad,15:23:24,iOS,0
TXN00505,angelamelendez@upi,27255.9,Merchant Payment,Mumbai,05:36:56,iOS,0
TXN00506,david36@upi,36400.08,Bill Payment,Chennai,08:27:35,Android,0
TXN00507,melissahernandez@upi,40891.09,Merchant Payment,Bangalore,09:30:30,Android,0
TXN00508,snyderrobert@upi,36642.75,Merchant Payment,Chennai,08:34:14,Android,0
TXN00509,simoncaleb@upi,30600.91,Bill Payment,Bangalore,05:14:25,Android,1
TXN00510,zacharywest@upi,34447.38,Merchant Payment,Hyderabad,21:35:39,Android,0
TXN00511,ubrennan@upi,21695.69,Bill Payment,Delhi,12:14:54,iOS,0
TXN00512,gary30@upi,37088.19,Merchant Payment,Mumbai,06:24:32,iOS,0
TXN00513,vbird@upi,20080.7,Bill Payment,Delhi,23:06:38,Android,0
TXN00514,fgarner@upi,37119.98,Bill Payment,Bangalore,18:21:32,Android,0
TXN00515,cluna@upi,18769.24,Send Money,Hyderabad,01:04:04,iOS,0
TXN00516,reedtara@upi,38051.93,Bill Payment,Hyderabad,06:26:04,Android,0
TXN00517,eric31@upi,37479.78,Send Money,Mumbai,20:30:31,iOS,0
TXN00518,rogersmarissa@upi,7452.91,Merchant Payment,Kolkata,05:47:35,iOS,0
TXN00519,christianwilliams@upi,6244.46,Merchant Payment,Chennai,04:02:03,iOS,0
TXN00520,nicholasbell@upi,44310.93,Merchant Payment,Delhi,01:32:31,Android,1
TXN00521,jhicks@upi,33155.47,Bill Payment,Chennai,18:38:03,iOS,0
TXN00522,jamiegray@upi,17781.1,Send Money,Chennai,08:17:03,iOS,0
TXN00523,estradaamy@upi,43714.38,Send Money,Kolkata,17:14:12,Android,0
TXN00524,murraykatie@upi,29003.39,Merchant Payment,Hyderabad,12:27:19,iOS,0
TXN00525,margaret69@upi,24335.02,Bill Payment,Delhi,03:36:49,Android,0
TXN00526,nathaniel40@upi,41254.22,Send Money,Kolkata,16:26:46,Android,0
TXN00527,bhammond@upi,16718.57,Bill Payment,Delhi,00:10:56,iOS,0
TXN00528,thomasemily@upi,41258.28,Merchant Payment,Chennai,20:46:31,iOS,0
TXN00529,ihardy@upi,36777.93,Send Money,Delhi,04:19:07,Android,1
TXN00530,fosterdavid@upi,11038.39,Merchant Payment,Hyderabad,14:55:14,Android,0
TXN00531,cookashley@upi,36683.46,Bill Payment,Chennai,04:48:39,Android,1
TXN00532,morganheather@upi,21068.19,Merchant Payment,Bangalore,02:22:01,Android,0
TXN00533,cmorales@upi,41991.72,Merchant Payment,Mumbai,20:12:07,iOS,0
TXN00534,sean93@upi,9231.97,Send Money,Delhi,01:13:12,iOS,0
TXN00535,ibrown@upi,35015.6,Bill Payment,Kolkata,10:36:59,iOS,0
TXN00536,fmason@upi,25908.76,Send Money,Bangalore,04:37:38,Android,0
TXN00537,jenny90@upi,42637.87,Bill Payment,Bangalore,03:54:51,Android,1
TXN00538,keithlane@upi,42098.26,Send Money,Hyderabad,23:02:34,Android,1
TXN00539,shawtony@upi,21764.67,Send Money,Hyderabad,07:22:13,iOS,0
TXN00540,michael62@upi,2501.6,Merchant Payment,Delhi,05:36:57,Android,0
TXN00541,bjohnson@upi,36478.12,Bill Payment,Mumbai,22:36:44,iOS,0
TXN00542,omatthews@upi,6576.16,Send Money,Hyderabad,10:17:07,iOS,0
TXN00543,monicajohnston@upi,680.0,Bill Payment,Kolkata,20:57:59,iOS,0
TXN00544,wgibson@upi,12356.47,Bill Payment,Delhi,06:26:05,iOS,0
TXN00545,james27@upi,21450.06,Send Money,Chennai,08:32:19,iOS,0
TXN00546,henrymonica@upi,24383.68,Merchant Payment,Hyderabad,11:07:37,iOS,0
TXN00547,michellevega@upi,6970.88,Bill Payment,Mumbai,12:17:30,Android,0
TXN00548,qhoward@upi,44992.67,Bill Payment,Bangalore,11:01:07,iOS,0
TXN00549,cheryl61@upi,44107.96,Send Money,Delhi,15:22:29,iOS,0
TXN00550,xmartinez@upi,13015.29,Send Money,Chennai,12:55:47,iOS,1
TXN00551,emily79@upi,7256.8,Merchant Payment,Delhi,16:54:14,Android,0
TXN00552,jimcardenas@upi,23201.99,Send Money,Chennai,12:52:33,iOS,1
TXN00553,xwilliams@upi,9158.94,Send Money,Delhi,06:25:31,Android,0
TXN00554,nmyers@upi,12555.82,Merchant Payment,Kolkata,10:43:23,Android,0
TXN00555,clayton60@upi,49026.04,Send Money,Delhi,05:46:07,iOS,1
TXN00556,echen@upi,36143.49,Send Money,Kolkata,10:46:33,Android,0
TXN00557,tanner58@upi,4095.45,Bill Payment,Delhi,16:42:08,Android,0
TXN00558,hendersonangela@upi,7056.57,Bill Payment,Mumbai,09:19:25,iOS,0
TXN00559,tlucas@upi,43100.73,Merchant Payment,Chennai,02:49:48,Android,1
TXN00560,michael46@upi,27276.14,Merchant Payment,Kolkata,11:48:20,iOS,0
TXN00561,dsimpson@upi,48903.31,Merchant Payment,Mumbai,01:27:22,iOS,1
TXN00562,garciakathryn@upi,16995.48,Send Money,Hyderabad,10:56:32,iOS,0
TXN00563,rebeccajones@upi,37840.01,Bill Payment,Chennai,01:08:58,Android,1
TXN00564,starkbrandon@upi,43980.3,Bill Payment,Bangalore,04:41:47,Android,1
TXN00565,victoriakeller@upi,22567.45,Bill Payment,Hyderabad,19:50:27,iOS,0
TXN00566,btate@upi,27630.16,Bill Payment,Bangalore,09:23:40,iOS,0
TXN00567,stewartlaura@upi,19542.51,Merchant Payment,Kolkata,08:16:29,Android,0
TXN00568,roybrandi@upi,41106.94,Bill Payment,Bangalore,09:58:20,Android,0
TXN00569,kathleenbecker@upi,9788.51,Bill Payment,Hyderabad,18:14:27,iOS,0
TXN00570,madkins@upi,13829.32,Merchant Payment,Mumbai,20:49:18,Android,0
TXN00571,brianwheeler@upi,44848.93,Bill Payment,Delhi,21:03:27,iOS,0
TXN00572,brandon35@upi,39665.13,Merchant Payment,Bangalore,21:35:45,Android,0
TXN00573,frussell@upi,13852.46,Bill Payment,Mumbai,09:44:11,iOS,0
TXN00574,jthomas@upi,9219.4,Send Money,Hyderabad,14:20:54,iOS,0
TXN00575,brittanypatrick@upi,22021.77,Bill Payment,Kolkata,17:41:01,iOS,0
TXN00576,parkerkevin@upi,5891.02,Merchant Payment,Kolkata,11:30:17,Android,1
TXN00577,ryanruben@upi,20893.87,Merchant Payment,Chennai,02:54:21,Android,0
TXN00578,jessegallegos@upi,16157.33,Bill Payment,Delhi,06:10:03,Android,0
TXN00579,espinozajohn@upi,6500.02,Send Money,Mumbai,16:24:42,Android,0
TXN00580,weeksamanda@upi,35970.49,Bill Payment,Delhi,02:37:12,iOS,1
TXN00581,deniseherrera@upi,18957.57,Merchant Payment,Chennai,03:08:15,iOS,0
TXN00582,raguilar@upi,40954.99,Bill Payment,Kolkata,10:12:58,Android,0
TXN00583,qparks@upi,49403.4,Bill Payment,Hyderabad,23:02:12,iOS,1
TXN00584,jessica11@upi,15709.9,Bill Payment,Kolkata,15:01:03,Android,0
TXN00585,amaynard@upi,26276.49,Send Money,Hyderabad,01:46:58,iOS,0
TXN00586,emily97@upi,35956.68,Merchant Payment,Hyderabad,18:50:57,iOS,0
TXN00587,lisawatts@upi,22523.05,Bill Payment,Bangalore,01:20:54,Android,0
TXN00588,jocelyntaylor@upi,28866.71,Send Money,Chennai,14:53:14,iOS,0
TXN00589,zacharyjohnson@upi,48955.46,Merchant Payment,Mumbai,06:26:20,iOS,0
TXN00590,cjones@upi,5326.12,Merchant Payment,Hyderabad,02:05:31,Android,0
TXN00591,michaelbowers@upi,42788.31,Send Money,Bangalore,11:07:59,iOS,0
TXN00592,jeancruz@upi,10784.34,Merchant Payment,Chennai,17:09:33,Android,0
TXN00593,lampatricia@upi,20421.23,Bill Payment,Hyderabad,04:29:18,iOS,0
TXN00594,richardselizabeth@upi,40371.73,Send Money,Delhi,04:10:54,Android,1
TXN00595,jwood@upi,45360.68,Merchant Payment,Bangalore,09:33:31,Android,0
TXN00596,jonesann@upi,19494.07,Bill Payment,Kolkata,06:09:58,iOS,0
TXN00597,maxwelljennifer@upi,27336.94,Merchant Payment,Bangalore,23:16:53,iOS,0
TXN00598,shelly11@upi,23958.71,Send Money,Mumbai,10:20:28,iOS,0
TXN00599,amy77@upi,45904.65,Merchant Payment,Kolkata,11:19:21,iOS,0
TXN00600,rrojas@upi,48639.09,Merchant Payment,Delhi,01:57:19,Android,1
TXN00601,zachary65@upi,40247.29,Send Money,Kolkata,17:15:30,Android,0
TXN00602,murphyallison@upi,31415.62,Send Money,Hyderabad,13:41:10,Android,0
TXN00603,crystal00@upi,5637.89,Bill Payment,Chennai,01:52:59,Android,0
TXN00604,marcusmoore@upi,13173.16,Send Money,Mumbai,00:23:00,iOS,0
TXN00605,trujillomartin@upi,41228.5,Send Money,Bangalore,23:05:18,Android,1
TXN00606,dcarpenter@upi,15002.96,Bill Payment,Mumbai,00:26:25,iOS,0
TXN00607,brittany31@upi,43863.2,Bill Payment,Mumbai,14:36:08,Android,0
TXN00608,smithsandra@upi,44616.2,Merchant Payment,Chennai,17:48:15,iOS,0
TXN00609,hbrooks@upi,1743.17,Merchant Payment,Bangalore,16:28:53,iOS,0
TXN00610,figueroaallison@upi,28671.73,Send Money,Chennai,16:51:01,iOS,0
TXN00611,justin00@upi,29952.94,Send Money,Chennai,18:37:40,Android,0
TXN00612,brucekristy@upi,1641.96,Merchant Payment,Mumbai,15:41:25,iOS,0
TXN00613,sharon26@upi,28592.9,Send Money,Hyderabad,14:59:26,iOS,0
TXN00614,bryantamy@upi,38696.24,Send Money,Bangalore,18:25:09,iOS,0
TXN00615,davidhernandez@upi,8537.39,Send Money,Bangalore,23:02:44,iOS,0
TXN00616,bruceporter@upi,35134.66,Merchant Payment,Hyderabad,01:49:09,iOS,1
TXN00617,jfletcher@upi,11716.88,Send Money,Bangalore,03:36:36,iOS,0
TXN00618,kabbott@upi,13585.72,Merchant Payment,Mumbai,03:45:32,Android,0
TXN00619,wthomas@upi,20354.53,Bill Payment,Mumbai,19:20:44,iOS,0
TXN00620,andrewhensley@upi,23629.94,Bill Payment,Bangalore,04:53:25,iOS,0
TXN00621,moodynathan@upi,23487.39,Send Money,Chennai,09:30:24,Android,0
TXN00622,christinabush@upi,9812.92,Merchant Payment,Chennai,15:03:41,iOS,0
TXN00623,nthomas@upi,25833.47,Bill Payment,Mumbai,16:24:22,iOS,0
TXN00624,daniel52@upi,41667.52,Send Money,Delhi,18:53:52,Android,0
TXN00625,eschroeder@upi,28606.71,Bill Payment,Delhi,17:43:42,Android,0
TXN00626,martinezdeanna@upi,13898.33,Send Money,Mumbai,03:16:20,Android,0
TXN00627,juliehaney@upi,26584.66,Merchant Payment,Mumbai,13:42:06,Android,0
TXN00628,halljoan@upi,35115.92,Merchant Payment,Bangalore,16:34:50,Android,0
TXN00629,ethomas@upi,8268.54,Merchant Payment,Hyderabad,20:48:30,iOS,0
TXN00630,jennifermcintyre@upi,35704.49,Send Money,Mumbai,03:40:18,Android,1
TXN00631,tapiabrittany@upi,35924.28,Bill Payment,Chennai,05:51:23,iOS,1
TXN00632,gilbertmaria@upi,43145.4,Bill Payment,Kolkata,15:07:01,Android,0
TXN00633,barneshelen@upi,2037.53,Bill Payment,Delhi,21:48:51,iOS,0
TXN00634,christine78@upi,40019.74,Bill Payment,Chennai,11:32:08,Android,0
TXN00635,pamela20@upi,27483.69,Send Money,Mumbai,16:55:06,iOS,0
TXN00636,moralesashley@upi,17745.02,Merchant Payment,Delhi,15:12:12,Android,0
TXN00637,natashamartin@upi,32326.04,Merchant Payment,Bangalore,02:00:32,Android,1
